LED #,LED PWM (%),LED current (%),Duration (s)
1,80.02065424,70.1,6
1,0,70.1,4
1,0,70.1,2
1,79.57071619,70.1,6
1,0,70.1,4
1,0,70.1,2
1,78.72179472,70.1,6
1,0,70.1,4
1,0,70.1,2
1,77.69350998,70.1,6
1,0,70.1,4
1,0,70.1,2
1,74.67237941,70.1,6
1,0,70.1,4
1,0,70.1,2
1,69.33678321,70.1,6
1,0,70.1,4
1,0,70.1,2
1,58.25514989,70.1,6
1,0,70.1,4
1,0,70.1,2
1,38.12049952,70.1,6
1,0,70.1,4
1,0,70.1,2
